Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Introduction to Korean Philosophy and Culture,4.8,Beginner level,11,Flexible schedule,179,"Compare Korean philosophy with both Chinese philosophy as well as Western philosophyExplore the field of Korean philosophy and its development through its continued innovationDiscuss the key ideas in Korean philosophical debates, such as the concepts of moral emotions and everyday feelingsReflect the Korean philosophical traits reflected in Korean language","['Philosophy', 'History', 'Culture', 'Language', 'Korean philosophy']","['What is Korean philosophy?', 'How does Innovation occur at Cultural Boundaries?', 'What are the Core Debates of Korean Philosophy?', 'How do you think through Korean Philosophy?']",['SO JEONG PARK'],['Sungkyunkwan University'],Arts and Humanities,https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture
The Art of Vocal Production,4.7,Beginner level,11,Flexible schedule,360,"Discuss the various types of dynamics processing and when to use each and apply equalization to a vocal track to enhance and improve the qualityDefine, describe, and apply time based effects and use them to enhance the sound of a vocal trackCompare audio editing techniques, including time based and tempo basedDiscuss how technology has changed the music recording industry","['Music', 'Audio Recording', 'Singing', 'Music production', 'Music technology']","['Welcome To The Art of Vocal Production', 'Natural Vocal Design: How Vocal Producers Create  ', 'Artificial Vocal Design: How Vocal Producers “Sweeten” the Creation', 'Vocal Time Compression and Expansion: Tools of the Trade ', 'Vocal Pitch Correction and Tuning: More tools of the Trade']",['Prince Charles Alexander'],['Berklee'],Arts and Humanities,https://www.coursera.org/learn/vocal-production
Reimagining Blackness and Architecture,4.8,Beginner level,14,Flexible schedule,67,Recognize how race and racism shape architecture and the built environment and the role we as individuals play in creating a just and equitable worldExplore work by Black architects and artists and discover how Black makers have shaped and reimagined the built environmentFind inspiration by learning about the ways Black makers have fashioned their own paths and advocated for better futures,"['anti-racism', 'Art', 'History', 'Humanities', 'Architecture']","['Introduction', 'Imagination', 'Care', 'Knowledge', 'Refusal', 'Liberation']","['Sean Anderson', 'Arlette Hernandez']",['The Museum of Modern Art'],Arts and Humanities,https://www.coursera.org/learn/blackness-architecture
Building Your Career in Music: Developing A Brand and Funding Your Music,4.4,Beginner level,8,Flexible schedule,460,"Describe and discuss your identity, vision, and intention and identify strategies to balance the management of the band and the creation of the musicDevelop your musical brand, build and leverage a network of industry professionals, and discuss the benefits of partnering with other brandsDevelop a vision for a recording project and engage in a professional conversation with producersPlan, design, and launch a crowdfunding campaign","['Social Media', 'Music business', 'Networking', 'Marketing', 'Crowdfunding']","['Welcome!', 'Your Foundation', 'Your Brand', 'Your Record', 'Your Money', 'Your Career']",['Leah Waldo'],['Berklee'],Arts and Humanities,https://www.coursera.org/learn/navigate-music-industry-independent-artist
Основы графического дизайна,4.9,Beginner level,14,Flexible schedule,368,"Внедрение основ цвета: визуальный образ, ритм и рисунок в дизайнеИспользование масштаба, веса, направленности, текстуры и пространства в композицииНаборный текст и экспериментирование с формами буквСоздание собственной серии изображений с помощью различных техник создания изображений",[],"['Неделя 1. Основы создания изображений', 'Неделя 2. Основы типографики', 'Неделя 3. Основы формы и цвета', 'Неделя 4. Основы композиции']",['Michael Worthington'],['California Institute of the Arts'],Arts and Humanities,https://www.coursera.org/learn/fundamentals-of-graphic-design-ru
Art & Ideas: Teaching with Themes,4.8,Intermediate level,14,Flexible schedule,458,Explore works of modern and contemporary art through a variety of accessible themes that relate to classroom content and student experiences.Learn about the ways that a thematic approach supports interdisciplinary teaching and learningHear directly from artists about their ideas and processesGain exposure to a range of digital resources available for teaching with themes and incorporating content around works of art into your classroom,[],"['Introduction to Art & Ideas', 'Places & Spaces', 'Art & Identity', 'Transforming Everyday Objects', 'Art & Society', 'Teaching with Themes']","['Francis Estrada', 'Lisa Mazzola', 'Larissa Raphael']",['The Museum of Modern Art'],Arts and Humanities,https://www.coursera.org/learn/ideas
The Cosmopolitan Medieval Arabic World,4.8,Beginner level,24,Flexible schedule,380,"In this course you will find out that the Arabic Medieval World was diverse, advanced and connected.In this course you will learn that knowledge travels between cultures and that the Arabic Medieval World influenced the world as we know it today.",[],"['Welcome to this Course', 'The Medieval Islamic City', 'Travel & Religion', 'Trade', 'Power Play', 'Science', 'In conclusion: the Cosmopolitain Medieval Arabic World']",['Prof. dr. Petra Sijpesteijn'],['Universiteit Leiden'],Arts and Humanities,https://www.coursera.org/learn/medieval-arabia
Approaching Music Theory: Melodic Forms and Simple Harmony,4.7,Intermediate level,22,Flexible schedule,151,"Analyze the relationship between the technical details and aesthetics of music.Explore how culture, psychology, physics, formal context, and a sense of play all shape musical language.Discover ways in which music theory may be relevant to enjoying, communicating a love for, and performing music.Demonstrate confidence in the kind of musical self-analysis that can help you develop your own musical ideas.","['Music', 'Jazz', 'Music composition', 'Classical Music', 'Music theory']","['Course Overview', 'Melodic Structures: Lines, Shapes, and Simple Modes', 'Melodic Structures: Simplicity, Repetition, and Change', 'Combining Pitches: Consonance and Dissonance ', 'Cadences and Basic Harmonic Function']",['Marc Lowenstein'],['California Institute of the Arts'],Arts and Humanities,https://www.coursera.org/learn/melodic-forms-simple-harmony
Art & Activity: Interactive Strategies for Engaging with Art,4.8,Intermediate level,11,Flexible schedule,1218,Understand the definition of  “activity” and other terminology used to discuss active learningAnalyze the formats and techniques that make for a good activityUnderstand the benefits of activity-based learning and its impact on students’ personal developmentPractice active learning from a student’s perspective ,[],"['Introduction to Art and Activity', 'Activities for Analyzing and Reflecting', 'Activities for Creating, Imagining, and Connecting', 'Assessment Strategies']","['Francis Estrada', 'Lisa Mazzola', 'Larissa Raphael']",['The Museum of Modern Art'],Arts and Humanities,https://www.coursera.org/learn/art-activity
Graphic Elements of Design: Color Theory and Image Formats,4.7,Beginner level,12,Flexible schedule,529,"Discriminate between CMYK, Pantone and RGB color options.Categorize the various kind of image files and understand their usages.Recognize the ideal (and less than ideal) combination of graphics and text in logo design.","['Print Design', 'online design', 'Color Theory', 'Graphic Design', 'textual elements']","['Understanding Color Theory', 'Classifications of Images and Graphics', 'Combining Images with Type']",['Lori Poole'],['University of Colorado Boulder'],Arts and Humanities,https://www.coursera.org/learn/graphic-elements-design
"History of Rock, Part One",4.8,Beginner level,13,Flexible schedule,1132,Students will be able to summarize and describe the evolution of rock music starting in the early 1950's to the end of the 1960's.,[],"['Introduction', 'The World Before Rock and Roll (1900-1955)', 'The Birth and First Flourishing of Rock and Roll (1955-59)', 'The Demise of Rock and the Promise of Soul (1959-63)', 'The Beatles and the British Invasion (1964-66)', 'American Responses (1965-67)', 'Motown Pop and Southern Soul (1960-69)', 'Psychedelia (1966-69)', 'Final Exam']",['John Covach'],['University of Rochester'],Arts and Humanities,https://www.coursera.org/learn/history-of-rock
The Music of the Beatles,4.8,Beginner level,14,Flexible schedule,724,Students will be able to summarize and describe the evolution of the Beatles from their early days to Beatlemania and beyond.,[],"['Introduction and Special Features', 'Early Day and Success in the UK', 'Success in America and the World', 'Pop Maturity', 'Psychedelia', 'A Co-Op of Singer-Songwriters', 'Get Back']",['John Covach'],['University of Rochester'],Arts and Humanities,https://www.coursera.org/learn/the-beatles
The Holocaust: The Destruction of European Jewry,4.6,Beginner level,30,Flexible schedule,178,"Describe the origins and development of antisemitism.Explain the role of emancipation, acculturation, and assimilation on European Jewry.Describe the political and social environment of 1930s Germany.",[],"['Who were the Jews?', 'Prelude to the Holocaust', 'Rise of the Nazis', 'Beginnings of war', 'Witness to trauma', 'Establishment of the camps', 'Deportation and extermination', 'The perpetrators, the neighbors, and the outside world']","['Peter Kenez', 'Murray Baumgarten']","['University of California, Santa Cruz']",Arts and Humanities,https://www.coursera.org/learn/the-holocaust
